LOC_PID,LGA_PID,LGA,LOCALITY,State.Region,ABB_NAME,Metro.Region,State,POA_CODE16
QLD1795,QLD280,Gympie,Manumbar,Wide Bay-Burnett,GYMPIE,,QLD,4601
QLD1796,QLD272,Cairns,Manunda,Far North Queensland,CAIRNS,,QLD,4870
QLD1798,QLD280,Gympie,Manyung,Wide Bay-Burnett,GYMPIE,,QLD,4605
QLD1798,QLD293,South Burnett,Manyung,Wide Bay-Burnett,SOUTH BURNETT,,QLD,4605
QLD1799,QLD295,Sunshine Coast,Mapleton,South East Queensland,SUNSHINE COAST,,QLD,4560
QLD18,QLD142,Townsville,Aitkenvale,North Queensland,TOWNSVILLE,,QLD,4814
QLD180,QLD272,Cairns,Barron Gorge,Far North Queensland,CAIRNS,,QLD,4870
QLD1800,QLD304,Mapoon,Mapoon,Far North Queensland,MAPOON,,QLD,4874
QLD1800,QLD41,Cook,Mapoon,Far North Queensland,COOK,,QLD,4874
QLD1801,QLD35,Carpentaria,Maramie,North West Queensland,CARPENTARIA,,QLD,4892
QLD1802,QLD292,Somerset,Marburg,South East Queensland,SOMERSET,,QLD,4346
QLD1802,QLD74,Ipswich,Marburg,South East Queensland,IPSWICH,,QLD,4346
QLD1803,QLD295,Sunshine Coast,Marcoola,South East Queensland,SUNSHINE COAST,,QLD,4564
QLD1804,QLD319,Noosa,Marcus Beach,South East Queensland,NOOSA,,QLD,4573
QLD1805,QLD318,Mareeba,Mareeba,Far North Queensland,MAREEBA,,QLD,4880
QLD1806,QLD285,Moreton Bay,Margate,South East Queensland,MORETON BAY,,QLD,4019
QLD1807,QLD273,Cassowary Coast,Maria Creeks,Far North Queensland,CASSOWARY COAST,,QLD,4855
QLD181,QLD272,Cairns,Bartle Frere,Far North Queensland,CAIRNS,,QLD,4861
QLD1810,QLD284,Mackay,Marian,North Queensland,MACKAY,,QLD,4753
QLD1811,QLD317,Livingstone,Marlborough,Central Queensland,LIVINGSTONE,,QLD,4705
QLD1812,QLD312,Western Downs,Marmadua,Darling Downs,WESTERN DOWNS,,QLD,4405
QLD1813,QLD289,Rockhampton,Marmor,Central Queensland,ROCKHAMPTON,,QLD,4702
QLD1814,QLD277,Fraser Coast,Marodian,Wide Bay-Burnett,FRASER COAST,,QLD,4570
QLD1815,QLD295,Sunshine Coast,Maroochy River,South East Queensland,SUNSHINE COAST,,QLD,4561
QLD1816,QLD295,Sunshine Coast,Maroochydore,South East Queensland,SUNSHINE COAST,,QLD,4558
QLD1817,QLD291,Scenic Rim,Maroon,South East Queensland,SCENIC RIM,,QLD,4310
QLD1818,QLD271,Bundaberg,Maroondan,Wide Bay-Burnett,BUNDABERG,,QLD,4671
QLD1819,QLD89,Logan,Marsden,South East Queensland,LOGAN,,QLD,4132
QLD182,QLD318,Mareeba,Barwidgi,Far North Queensland,MAREEBA,,QLD,4872
QLD1820,QLD293,South Burnett,Marshlands,Wide Bay-Burnett,SOUTH BURNETT,,QLD,4611
QLD1821,QLD273,Cassowary Coast,Martyville,Far North Queensland,CASSOWARY COAST,,QLD,4858
QLD1822,QLD277,Fraser Coast,Maryborough,Wide Bay-Burnett,FRASER COAST,,QLD,4650
QLD1823,QLD277,Fraser Coast,Maryborough West,Wide Bay-Burnett,FRASER COAST,,QLD,4650
QLD1824,QLD280,Gympie,Marys Creek,Wide Bay-Burnett,GYMPIE,,QLD,4570
QLD1825,QLD317,Livingstone,Maryvale,Central Queensland,LIVINGSTONE,,QLD,4703
QLD1826,QLD294,Southern Downs,Maryvale,Darling Downs,SOUTHERN DOWNS,,QLD,4370
QLD1827,QLD298,Torres Strait Island,Masig Island,Far North Queensland,TORRES STRAIT ISLAND,,QLD,4875
QLD1828,QLD294,Southern Downs,Massie,Darling Downs,SOUTHERN DOWNS,,QLD,4370
QLD1829,QLD63,Gold Coast,Maudsland,South East Queensland,GOLD COAST,,QLD,4210
QLD183,QLD275,Charters Towers,Basalt,North Queensland,CHARTERS TOWERS,,QLD,4820
QLD1830,QLD126,Richmond,Maxwelton,North West Queensland,RICHMOND,,QLD,4822
QLD1831,QLD281,Isaac,May Downs,Central Queensland,ISAAC,,QLD,4746
QLD1832,QLD273,Cassowary Coast,Mccutcheon,Far North Queensland,CASSOWARY COAST,,QLD,4856
QLD1833,QLD26,Burdekin,Mcdesme,North Queensland,BURDEKIN,,QLD,4807
QLD1834,QLD21,Brisbane,Mcdowall,South East Queensland,BRISBANE,,QLD,4053
QLD1835,QLD284,Mackay,Mcewens Beach,North Queensland,MACKAY,,QLD,4740
QLD1836,QLD271,Bundaberg,Mcilwraith,Wide Bay-Burnett,BUNDABERG,,QLD,4671
QLD1837,QLD280,Gympie,Mcintosh Creek,Wide Bay-Burnett,GYMPIE,,QLD,4570
QLD1838,QLD97,Mckinlay,Mckinlay,North West Queensland,MCKINLAY,,QLD,4823
QLD1839,QLD89,Logan,Meadowbrook,South East Queensland,LOGAN,,QLD,4131
QLD184,QLD273,Cassowary Coast,Basilisk,Far North Queensland,CASSOWARY COAST,,QLD,4871
QLD1840,QLD271,Bundaberg,Meadowvale,Wide Bay-Burnett,BUNDABERG,,QLD,4670
QLD1841,QLD312,Western Downs,Meandarra,Darling Downs,WESTERN DOWNS,,QLD,4422
QLD1842,QLD317,Livingstone,Meikleville Hill,Central Queensland,LIVINGSTONE,,QLD,4703
QLD1843,QLD280,Gympie,Melawondi,Wide Bay-Burnett,GYMPIE,,QLD,4570
QLD1844,QLD285,Moreton Bay,Meldale,South East Queensland,MORETON BAY,,QLD,4510
QLD1845,QLD293,South Burnett,Melrose,Wide Bay-Burnett,SOUTH BURNETT,,QLD,4613
QLD1846,QLD293,South Burnett,Memerambi,Wide Bay-Burnett,SOUTH BURNETT,,QLD,4610
QLD1847,QLD273,Cassowary Coast,Mena Creek,Far North Queensland,CASSOWARY COAST,,QLD,4871
QLD1848,QLD284,Mackay,Mentmore,North Queensland,MACKAY,,QLD,4798
QLD1849,QLD104,Mount Isa,Menzies,North West Queensland,MOUNT ISA,,QLD,4825
QLD185,QLD74,Ipswich,Basin Pocket,South East Queensland,IPSWICH,,QLD,4305
QLD1850,QLD295,Sunshine Coast,Meridan Plains,South East Queensland,SUNSHINE COAST,,QLD,4551
QLD1851,QLD297,Toowoomba,Meringandan,Darling Downs,TOOWOOMBA,,QLD,4352
QLD1852,QLD297,Toowoomba,Meringandan West,Darling Downs,TOOWOOMBA,,QLD,4352
QLD1853,QLD293,South Burnett,Merlwood,Wide Bay-Burnett,SOUTH BURNETT,,QLD,4605
QLD1854,QLD63,Gold Coast,Mermaid Beach,South East Queensland,GOLD COAST,,QLD,4218
QLD1855,QLD63,Gold Coast,Mermaid Waters,South East Queensland,GOLD COAST,,QLD,4218
QLD1856,QLD63,Gold Coast,Merrimac,South East Queensland,GOLD COAST,,QLD,4226
QLD1857,QLD297,Toowoomba,Merritts Creek,Darling Downs,TOOWOOMBA,,QLD,4352
QLD1858,QLD273,Cassowary Coast,Merryburn,Far North Queensland,CASSOWARY COAST,,QLD,4854
QLD1859,QLD291,Scenic Rim,Merryvale,South East Queensland,SCENIC RIM,,QLD,4340
QLD186,QLD295,Sunshine Coast,Battery Hill,South East Queensland,SUNSHINE COAST,,QLD,4551
QLD1861,QLD284,Mackay,Mia Mia,North Queensland,MACKAY,,QLD,4754
QLD1862,QLD316,Douglas,Miallo,Far North Queensland,DOUGLAS,,QLD,4873
QLD1863,QLD63,Gold Coast,Miami,South East Queensland,GOLD COAST,,QLD,4220
QLD1864,QLD271,Bundaberg,Miara,Wide Bay-Burnett,BUNDABERG,,QLD,4673
QLD1865,QLD104,Mount Isa,Mica Creek,North West Queensland,MOUNT ISA,,QLD,4825
QLD1866,QLD21,Brisbane,Middle Park,South East Queensland,BRISBANE,,QLD,4074
QLD1867,QLD297,Toowoomba,Middle Ridge,Darling Downs,TOOWOOMBA,,QLD,4350
QLD1868,QLD296,Tablelands,Middlebrook,Far North Queensland,TABLELANDS,,QLD,4886
QLD1869,QLD281,Isaac,Middlemount,Central Queensland,ISAAC,,QLD,4746
QLD187,QLD274,Central Highlands,Bauhinia,Central Queensland,CENTRAL HIGHLANDS,,QLD,4718
QLD187,QLD300,Woorabinda,Bauhinia,Central Queensland,WOORABINDA,,QLD,4718
QLD1870,QLD152,Winton,Middleton,Central West Queensland,WINTON,,QLD,4735
QLD1871,QLD284,Mackay,Midge Point,North Queensland,MACKAY,,QLD,4799
QLD1872,QLD289,Rockhampton,Midgee,Central Queensland,ROCKHAMPTON,,QLD,4702
QLD1873,QLD273,Cassowary Coast,Midgenoo,Far North Queensland,CASSOWARY COAST,,QLD,4854
QLD1874,QLD273,Cassowary Coast,Midgeree Bar,Far North Queensland,CASSOWARY COAST,,QLD,4852
QLD1875,QLD273,Cassowary Coast,Mighell,Far North Queensland,CASSOWARY COAST,,QLD,4860
QLD1876,QLD291,Scenic Rim,Milbong,South East Queensland,SCENIC RIM,,QLD,4310
QLD1877,QLD312,Western Downs,Miles,Darling Downs,WESTERN DOWNS,,QLD,4415
QLD1878,QLD104,Mount Isa,Miles End,North West Queensland,MOUNT ISA,,QLD,4825
QLD1879,QLD291,Scenic Rim,Milford,South East Queensland,SCENIC RIM,,QLD,4310
QLD188,QLD277,Fraser Coast,Bauple,Wide Bay-Burnett,FRASER COAST,,QLD,4650
QLD1880,QLD296,Tablelands,Millaa Millaa,Far North Queensland,TABLELANDS,,QLD,4886
QLD1881,QLD26,Burdekin,Millaroo,North Queensland,BURDEKIN,,QLD,4807
QLD1882,QLD271,Bundaberg,Millbank,Wide Bay-Burnett,BUNDABERG,,QLD,4670
QLD1883,QLD275,Charters Towers,Millchester,North Queensland,CHARTERS TOWERS,,QLD,4820
QLD1884,QLD297,Toowoomba,Millmerran,Darling Downs,TOOWOOMBA,,QLD,4357
QLD1885,QLD297,Toowoomba,Millmerran Downs,Darling Downs,TOOWOOMBA,,QLD,4357
QLD1886,QLD297,Toowoomba,Millmerran Woods,Darling Downs,TOOWOOMBA,,QLD,4357
QLD1887,QLD296,Tablelands,Millstream,Far North Queensland,TABLELANDS,,QLD,4888
QLD1888,QLD297,Toowoomba,Millwood,Darling Downs,TOOWOOMBA,,QLD,4357
QLD1889,QLD317,Livingstone,Milman,Central Queensland,LIVINGSTONE,,QLD,4702
QLD1890,QLD291,Scenic Rim,Milora,South East Queensland,SCENIC RIM,,QLD,4309
QLD1891,QLD21,Brisbane,Milton,South East Queensland,BRISBANE,,QLD,4064
QLD1892,QLD274,Central Highlands,Mimosa,Central Queensland,CENTRAL HIGHLANDS,,QLD,4702
QLD1893,QLD19,Boulia,Min Min,Central West Queensland,BOULIA,,QLD,4829
QLD1894,QLD296,Tablelands,Minbun,Far North Queensland,TABLELANDS,,QLD,4886
QLD1895,QLD292,Somerset,Minden,South East Queensland,SOMERSET,,QLD,4311
QLD1896,QLD274,Central Highlands,Minerva,Central Queensland,CENTRAL HIGHLANDS,,QLD,4722
QLD1897,QLD286,North Burnett,Mingo,Wide Bay-Burnett,NORTH BURNETT,,QLD,4625
QLD1899,QLD294,Southern Downs,Mingoola,Darling Downs,SOUTHERN DOWNS,,QLD,4380
QLD19,QLD275,Charters Towers,Alabama Hill,North Queensland,CHARTERS TOWERS,,QLD,4820
QLD190,QLD270,Blackall-Tambo,Bayrick,Central West Queensland,BLACKALL-TAMBO,,QLD,4478
QLD1900,QLD296,Tablelands,Minnamoolka,Far North Queensland,TABLELANDS,,QLD,4872
QLD1901,QLD270,Blackall-Tambo,Minnie Downs,Central West Queensland,BLACKALL-TAMBO,,QLD,4478
QLD1902,QLD295,Sunshine Coast,Minyama,South East Queensland,SUNSHINE COAST,,QLD,4575
QLD1903,QLD284,Mackay,Mirani,North Queensland,MACKAY,,QLD,4754
QLD1904,QLD278,Gladstone,Miriam Vale,Central Queensland,GLADSTONE,,QLD,4677
QLD1906,QLD297,Toowoomba,Missen Flat,Darling Downs,TOOWOOMBA,,QLD,4361
QLD1907,QLD273,Cassowary Coast,Mission Beach,Far North Queensland,CASSOWARY COAST,,QLD,4852
QLD191,QLD272,Cairns,Bayview Heights,Far North Queensland,CAIRNS,,QLD,4868
QLD1911,QLD303,Napranum,Mission River,Far North Queensland,"NAPRANUM",,QLD,4874
QLD1911,QLD41,Cook,Mission River,Far North Queensland,COOK,,QLD,4874
QLD1915,QLD313,Maranoa,Mitchell,South West Queensland,MARANOA,,QLD,4465
QLD1916,QLD21,Brisbane,Mitchelton,South East Queensland,BRISBANE,,QLD,4053
QLD1917,QLD277,Fraser Coast,Miva,Wide Bay-Burnett,FRASER COAST,,QLD,4570
QLD1917,QLD280,Gympie,Miva,Wide Bay-Burnett,GYMPIE,,QLD,4570
QLD1918,QLD298,Torres Strait Island,Moa Island,Far North Queensland,TORRES STRAIT ISLAND,,QLD,4875
QLD1919,QLD295,Sunshine Coast,Moffat Beach,South East Queensland,SUNSHINE COAST,,QLD,4551
QLD192,QLD142,Townsville,Beach Holm,North Queensland,TOWNSVILLE,,QLD,4818
QLD1920,QLD293,South Burnett,Moffatdale,Wide Bay-Burnett,SOUTH BURNETT,,QLD,4605
QLD1921,QLD21,Brisbane,Moggill,South East Queensland,BRISBANE,,QLD,4070
QLD1922,QLD271,Bundaberg,Molangul,Wide Bay-Burnett,BUNDABERG,,QLD,4671
QLD1923,QLD63,Gold Coast,Molendinar,South East Queensland,GOLD COAST,,QLD,4214
QLD1924,QLD271,Bundaberg,Mon Repos,Wide Bay-Burnett,BUNDABERG,,QLD,4670
QLD1925,QLD318,Mareeba,Mona Mona,Far North Queensland,MAREEBA,,QLD,4881
QLD1926,QLD26,Burdekin,Mona Park,North Queensland,BURDEKIN,,QLD,4807
QLD1927,QLD286,North Burnett,Monal,Wide Bay-Burnett,NORTH BURNETT,,QLD,4630
QLD1928,QLD271,Bundaberg,Monduran,Wide Bay-Burnett,BUNDABERG,,QLD,4671
QLD1929,QLD293,South Burnett,Mondure,Wide Bay-Burnett,SOUTH BURNETT,,QLD,4611
QLD193,QLD285,Moreton Bay,Beachmere,South East Queensland,MORETON BAY,,QLD,4510
QLD1930,QLD280,Gympie,Monkland,Wide Bay-Burnett,GYMPIE,,QLD,4570
QLD1931,QLD286,North Burnett,Monogorilby,Wide Bay-Burnett,NORTH BURNETT,,QLD,4626
QLD1932,QLD295,Sunshine Coast,Mons,South East Queensland,SUNSHINE COAST,,QLD,4556
QLD1933,QLD292,Somerset,Monsildale,South East Queensland,SOMERSET,,QLD,4515
QLD1934,QLD286,North Burnett,Monto,Wide Bay-Burnett,NORTH BURNETT,,QLD,4630
QLD1935,QLD294,Southern Downs,Montrose,Darling Downs,SOUTHERN DOWNS,,QLD,4370
QLD1936,QLD312,Western Downs,Montrose,Darling Downs,WESTERN DOWNS,,QLD,4413
QLD1937,QLD295,Sunshine Coast,Montville,South East Queensland,SUNSHINE COAST,,QLD,4560
QLD1938,QLD285,Moreton Bay,Moodlu,South East Queensland,MORETON BAY,,QLD,4510
QLD1939,QLD313,Maranoa,Mooga,South West Queensland,MARANOA,,QLD,4455
QLD194,QLD284,Mackay,Beaconsfield,North Queensland,MACKAY,,QLD,4740
QLD1940,QLD291,Scenic Rim,Moogerah,South East Queensland,SCENIC RIM,,QLD,4309
QLD1941,QLD312,Western Downs,Moola,Darling Downs,WESTERN DOWNS,,QLD,4405
QLD1942,QLD271,Bundaberg,Moolboolaman,Wide Bay-Burnett,BUNDABERG,,QLD,4671
QLD1943,QLD280,Gympie,Mooloo,Wide Bay-Burnett,GYMPIE,,QLD,4570
QLD1944,QLD295,Sunshine Coast,Mooloolaba,South East Queensland,SUNSHINE COAST,,QLD,4557
QLD1945,QLD295,Sunshine Coast,Mooloolah Valley,South East Queensland,SUNSHINE COAST,,QLD,4553
QLD1946,QLD292,Somerset,Moombra,South East Queensland,SOMERSET,,QLD,4312
QLD1948,QLD296,Tablelands,Moomin,Far North Queensland,TABLELANDS,,QLD,4887
QLD1949,QLD293,South Burnett,Moondooner,Wide Bay-Burnett,SOUTH BURNETT,,QLD,4605
QLD195,QLD296,Tablelands,Beatrice,Far North Queensland,TABLELANDS,,QLD,4886
QLD1950,QLD286,North Burnett,Moonford,Wide Bay-Burnett,NORTH BURNETT,,QLD,4630
QLD1951,QLD289,Rockhampton,Moongan,Central Queensland,ROCKHAMPTON,,QLD,4714
QLD1952,QLD279,Goondiwindi,Moonie,Darling Downs,GOONDIWINDI,,QLD,4406
QLD1952,QLD312,Western Downs,Moonie,Darling Downs,WESTERN DOWNS,,QLD,4406
QLD1953,QLD291,Scenic Rim,Moorang,South East Queensland,SCENIC RIM,,QLD,4340
QLD1954,QLD292,Somerset,Moore,South East Queensland,SOMERSET,,QLD,4306
QLD1955,QLD271,Bundaberg,Moore Park Beach,Wide Bay-Burnett,BUNDABERG,,QLD,4670
QLD1956,QLD74,Ipswich,Moores Pocket,South East Queensland,IPSWICH,,QLD,4305
QLD1957,QLD285,Moreton Bay,Moorina,South East Queensland,MORETON BAY,,QLD,4506
QLD1958,QLD271,Bundaberg,Moorland,Wide Bay-Burnett,BUNDABERG,,QLD,4670
QLD1959,QLD272,Cairns,Mooroobool,Far North Queensland,CAIRNS,,QLD,4870
QLD196,QLD291,Scenic Rim,Beaudesert,South East Queensland,SCENIC RIM,,QLD,4285
QLD1960,QLD21,Brisbane,Moorooka,South East Queensland,BRISBANE,,QLD,4105
QLD1961,QLD312,Western Downs,Moraby,Darling Downs,WESTERN DOWNS,,QLD,4416
QLD1962,QLD281,Isaac,Moranbah,Central Queensland,ISAAC,,QLD,4744
QLD1963,QLD285,Moreton Bay,Morayfield,South East Queensland,MORETON BAY,,QLD,4506
QLD1964,QLD296,Tablelands,Moregatta,Far North Queensland,TABLELANDS,,QLD,4886
QLD1966,QLD273,Cassowary Coast,Moresby,Far North Queensland,CASSOWARY COAST,,QLD,4871
QLD1967,QLD21,Brisbane,Moreton Bay,South East Queensland,BRISBANE,,QLD,4178
QLD1967,QLD288,Redland,Moreton Bay,South East Queensland,REDLAND,,QLD,4184
QLD1968,QLD21,Brisbane,Moreton Island,South East Queensland,BRISBANE,,QLD,4025
QLD1969,QLD294,Southern Downs,Morgan Park,Darling Downs,SOUTHERN DOWNS,,QLD,4370
QLD1970,QLD271,Bundaberg,Morganville,Wide Bay-Burnett,BUNDABERG,,QLD,4671
QLD1971,QLD289,Rockhampton,Morinish,Central Queensland,ROCKHAMPTON,,QLD,4702
QLD1972,QLD289,Rockhampton,Morinish South,Central Queensland,ROCKHAMPTON,,QLD,4702
QLD1973,QLD21,Brisbane,Morningside,South East Queensland,BRISBANE,,QLD,4170
QLD1974,QLD104,Mount Isa,Mornington,North West Queensland,MOUNT ISA,,QLD,4825
QLD1975,QLD282,Lockyer Valley,Morton Vale,South East Queensland,LOCKYER VALLEY,,QLD,4343
QLD1976,QLD109,Murweh,Morven,South West Queensland,MURWEH,,QLD,4468
QLD1977,QLD291,Scenic Rim,Morwincha,South East Queensland,SCENIC RIM,,QLD,4309
QLD1978,QLD275,Charters Towers,Mosman Park,North Queensland,CHARTERS TOWERS,,QLD,4820
QLD1979,QLD279,Goondiwindi,Mosquito Creek,Darling Downs,GOONDIWINDI,,QLD,4387
QLD198,QLD277,Fraser Coast,Beaver Rock,Wide Bay-Burnett,FRASER COAST,,QLD,4650
QLD1980,QLD316,Douglas,Mossman,Far North Queensland,DOUGLAS,,QLD,4873
QLD1981,QLD316,Douglas,Mossman Gorge,Far North Queensland,DOUGLAS,,QLD,4873
QLD1982,QLD280,Gympie,Mothar Mountain,Wide Bay-Burnett,GYMPIE,,QLD,4570
QLD1983,QLD297,Toowoomba,Motley,Darling Downs,TOOWOOMBA,,QLD,4356
QLD1984,QLD313,Maranoa,Mount Abundance,South West Queensland,MARANOA,,QLD,4455
QLD1985,QLD291,Scenic Rim,Mount Alford,South East Queensland,SCENIC RIM,,QLD,4310
QLD1986,QLD278,Gladstone,Mount Alma,Central Queensland,GLADSTONE,,QLD,4680
QLD1987,QLD289,Rockhampton,Mount Archer,Central Queensland,ROCKHAMPTON,,QLD,4701
QLD1988,QLD292,Somerset,Mount Archer,South East Queensland,SOMERSET,,QLD,4514
QLD1989,QLD291,Scenic Rim,Mount Barney,South East Queensland,SCENIC RIM,,QLD,4287
QLD199,QLD48,Diamantina,Bedourie,Central West Queensland,DIAMANTINA,,QLD,4829
QLD1990,QLD292,Somerset,Mount Beppo,South East Queensland,SOMERSET,,QLD,4313
QLD1991,QLD282,Lockyer Valley,Mount Berryman,South East Queensland,LOCKYER VALLEY,,QLD,4341
QLD1992,QLD313,Maranoa,Mount Bindango,South West Queensland,MARANOA,,QLD,4455
QLD1993,QLD297,Toowoomba,Mount Binga,Darling Downs,TOOWOOMBA,,QLD,4306
QLD1994,QLD281,Isaac,Mount Britton,Central Queensland,ISAAC,,QLD,4742
QLD1995,QLD292,Somerset,Mount Byron,South East Queensland,SOMERSET,,QLD,4312
QLD1996,QLD318,Mareeba,Mount Carbine,Far North Queensland,MAREEBA,,QLD,4871
QLD1997,QLD317,Livingstone,Mount Chalmers,Central Queensland,LIVINGSTONE,,QLD,4702
QLD1998,QLD284,Mackay,Mount Charlton,North Queensland,MACKAY,,QLD,4741
QLD1999,QLD294,Southern Downs,Mount Colliery,Darling Downs,SOUTHERN DOWNS,,QLD,4370
QLD2,QLD271,Bundaberg,Abbotsford,Wide Bay-Burnett,BUNDABERG,,QLD,4670
QLD20,QLD285,Moreton Bay,Albany Creek,South East Queensland,MORETON BAY,,QLD,4035
QLD200,QLD279,Goondiwindi,Beebo,Darling Downs,GOONDIWINDI,,QLD,4385
QLD2000,QLD299,Whitsunday,Mount Coolon,North Queensland,WHITSUNDAY,,QLD,4804
QLD2001,QLD295,Sunshine Coast,Mount Coolum,South East Queensland,SUNSHINE COAST,,QLD,4573
QLD2002,QLD21,Brisbane,Mount Coot-Tha,South East Queensland,BRISBANE,,QLD,4066
QLD2003,QLD288,Redland,Mount Cotton,South East Queensland,REDLAND,,QLD,4165
QLD2004,QLD21,Brisbane,Mount Crosby,South East Queensland,BRISBANE,,QLD,4306
QLD2005,QLD297,Toowoomba,Mount Darry,Darling Downs,TOOWOOMBA,,QLD,4352
QLD2006,QLD286,North Burnett,Mount Debateable,Wide Bay-Burnett,NORTH BURNETT,,QLD,4625
QLD2007,QLD285,Moreton Bay,Mount Delaney,South East Queensland,MORETON BAY,,QLD,4514
QLD2008,QLD291,Scenic Rim,Mount Edwards,South East Queensland,SCENIC RIM,,QLD,4309
QLD2009,QLD142,Townsville,Mount Elliot,North Queensland,TOWNSVILLE,,QLD,4816
QLD201,QLD278,Gladstone,Beecher,Central Queensland,GLADSTONE,,QLD,4680
QLD2010,QLD297,Toowoomba,Mount Emlyn,Darling Downs,TOOWOOMBA,,QLD,4357
QLD2011,QLD270,Blackall-Tambo,Mount Enniskillen,Central West Queensland,BLACKALL-TAMBO,,QLD,4472
QLD2012,QLD291,Scenic Rim,Mount Forbes,South East Queensland,SCENIC RIM,,QLD,4340
QLD2012,QLD74,Ipswich,Mount Forbes,South East Queensland,IPSWICH,,QLD,4340
QLD2013,QLD68,Hinchinbrook,Mount Fox,North Queensland,HINCHINBROOK,,QLD,4850
QLD2014,QLD291,Scenic Rim,Mount French,South East Queensland,SCENIC RIM,,QLD,4310
QLD2015,QLD317,Livingstone,Mount Gardiner,Central Queensland,LIVINGSTONE,,QLD,4705
QLD2016,QLD296,Tablelands,Mount Garnet,Far North Queensland,TABLELANDS,,QLD,4872
QLD2017,QLD291,Scenic Rim,Mount Gipps,South East Queensland,SCENIC RIM,,QLD,4285
QLD2018,QLD285,Moreton Bay,Mount Glorious,South East Queensland,MORETON BAY,,QLD,4520
QLD2019,QLD21,Brisbane,Mount Gravatt,South East Queensland,BRISBANE,,QLD,4122
QLD202,QLD291,Scenic Rim,Beechmont,South East Queensland,SCENIC RIM,,QLD,4211
QLD2020,QLD21,Brisbane,Mount Gravatt East,South East Queensland,BRISBANE,,QLD,4122
QLD2021,QLD292,Somerset,Mount Hallen,South East Queensland,SOMERSET,,QLD,4312
QLD2022,QLD313,Maranoa,Mount Howe,South West Queensland,MARANOA,,QLD,4454
QLD2023,QLD313,Maranoa,Mount Hutton,South West Queensland,MARANOA,,QLD,4454
QLD2024,QLD297,Toowoomba,Mount Irving,Darling Downs,TOOWOOMBA,,QLD,4401
QLD2025,QLD104,Mount Isa,Mount Isa,North West Queensland,MOUNT ISA,,QLD,4825
QLD2026,QLD104,Mount Isa,Mount Isa City,North West Queensland,MOUNT ISA,,QLD,4825
QLD2027,QLD284,Mackay,Mount Jukes,North Queensland,MACKAY,,QLD,4740
QLD2028,QLD299,Whitsunday,Mount Julian,North Queensland,WHITSUNDAY,,QLD,4800
QLD2029,QLD26,Burdekin,Mount Kelly,North Queensland,BURDEKIN,,QLD,4807
QLD203,QLD312,Western Downs,Beelbee,Darling Downs,WESTERN DOWNS,,QLD,4405
QLD2030,QLD292,Somerset,Mount Kilcoy,South East Queensland,SOMERSET,,QLD,4515
QLD2031,QLD297,Toowoomba,Mount Kynoch,Darling Downs,TOOWOOMBA,,QLD,4350
QLD2032,QLD278,Gladstone,Mount Larcom,Central Queensland,GLADSTONE,,QLD,4695
QLD2033,QLD286,North Burnett,Mount Lawless,Wide Bay-Burnett,NORTH BURNETT,,QLD,4625
QLD2034,QLD291,Scenic Rim,Mount Lindesay,South East Queensland,SCENIC RIM,,QLD,4287
QLD2035,QLD297,Toowoomba,Mount Lofty,Darling Downs,TOOWOOMBA,,QLD,4350
QLD2036,QLD142,Townsville,Mount Louisa,North Queensland,TOWNSVILLE,,QLD,4814
QLD2037,QLD142,Townsville,Mount Low,North Queensland,TOWNSVILLE,,QLD,4818
QLD2038,QLD297,Toowoomba,Mount Luke,Darling Downs,TOOWOOMBA,,QLD,4352
QLD2039,QLD274,Central Highlands,Mount Macarthur,Central Queensland,CENTRAL HIGHLANDS,,QLD,4723
QLD204,QLD277,Fraser Coast,Beelbi Creek,Wide Bay-Burnett,FRASER COAST,,QLD,4659
QLD2040,QLD273,Cassowary Coast,Mount Mackay,Far North Queensland,CASSOWARY COAST,,QLD,4854
QLD2041,QLD278,Gladstone,Mount Maria,Central Queensland,GLADSTONE,,QLD,4674
QLD2042,QLD299,Whitsunday,Mount Marlow,North Queensland,WHITSUNDAY,,QLD,4800
QLD2043,QLD74,Ipswich,Mount Marrow,South East Queensland,IPSWICH,,QLD,4306
QLD2044,QLD294,Southern Downs,Mount Marshall,Darling Downs,SOUTHERN DOWNS,,QLD,4362
QLD2045,QLD284,Mackay,Mount Martin,North Queensland,MACKAY,,QLD,4754
QLD2046,QLD293,South Burnett,Mount Mceuen,Wide Bay-Burnett,SOUTH BURNETT,,QLD,4606
QLD2047,QLD285,Moreton Bay,Mount Mee,South East Queensland,MORETON BAY,,QLD,4521
QLD2048,QLD295,Sunshine Coast,Mount Mellum,South East Queensland,SUNSHINE COAST,,QLD,4550
QLD2049,QLD313,Maranoa,Mount Moffatt,South West Queensland,MARANOA,,QLD,4465
QLD205,QLD280,Gympie,Beenaam Valley,Wide Bay-Burnett,GYMPIE,,QLD,4570
QLD2050,QLD297,Toowoomba,Mount Molar,Darling Downs,TOOWOOMBA,,QLD,4361
QLD2051,QLD318,Mareeba,Mount Molloy,Far North Queensland,MAREEBA,,QLD,4871
QLD2052,QLD289,Rockhampton,Mount Morgan,Central Queensland,ROCKHAMPTON,,QLD,4714
QLD2053,QLD297,Toowoomba,Mount Moriah,Darling Downs,TOOWOOMBA,,QLD,4403
QLD2054,QLD74,Ipswich,Mount Mort,South East Queensland,IPSWICH,,QLD,4340
QLD2055,QLD318,Mareeba,Mount Mulgrave,Far North Queensland,MAREEBA,,QLD,4892
