LOC_PID,LGA_PID,LGA,LOCALITY,State.Region,ABB_NAME,Metro.Region,State,POA_CODE16
VIC1,VIC242,Alpine,Abbeyard,Hume,ALPINE,,VIC,3737
VIC10,VIC178,South Gippsland,Agnes,Gippsland,SOUTH GIPPSLAND,,VIC,3962
VIC100,VIC223,Glenelg,Bahgallah,Barwon South West,GLENELG,,VIC,3312
VIC1000,VIC177,Glen Eira,Glen Huntly,Greater Metropolitan Melbourne,GLEN EIRA,Metropolitan Melbourne,VIC,3163
VIC1001,VIC201,Boroondara,Glen Iris,Greater Metropolitan Melbourne,BOROONDARA,Metropolitan Melbourne,VIC,3146
VIC1001,VIC203,Stonnington,Glen Iris,Greater Metropolitan Melbourne,STONNINGTON,Inner Melbourne,VIC,3146
VIC1002,VIC236,Moorabool,Glen Park,Grampians,MOORABOOL,,VIC,3352
VIC1002,VIC241,Ballarat,Glen Park,Grampians,BALLARAT,,VIC,3352
VIC1003,VIC243,East Gippsland,Glen Valley,Gippsland,EAST GIPPSLAND,,VIC,3898
VIC1004,VIC210,Monash,Glen Waverley,Greater Metropolitan Melbourne,MONASH,Metropolitan Melbourne,VIC,3150
VIC1005,VIC243,East Gippsland,Glen Wills,Gippsland,EAST GIPPSLAND,,VIC,3898
VIC1006,VIC224,Colac Otway,Glenaire,Barwon South West,COLAC OTWAY,,VIC,3238
VIC1007,VIC243,East Gippsland,Glenaladale,Gippsland,EAST GIPPSLAND,,VIC,3864
VIC1008,VIC185,Loddon,Glenalbyn,Loddon Mallee,LODDON,,VIC,3517
VIC1009,VIC211,Mitchell,Glenaroua,Hume,MITCHELL,,VIC,3764
VIC101,VIC110,Strathbogie,Bailieston,Hume,STRATHBOGIE,,VIC,3608
VIC1010,VIC217,Pyrenees,Glenbrae,Grampians,PYRENEES,,VIC,3352
VIC1011,VIC250,Murrindindi,Glenburn,Hume,MURRINDINDI,,VIC,3717
VIC1012,VIC241,Ballarat,Glendaruel,Grampians,BALLARAT,,VIC,3363
VIC1014,VIC231,Corangamite,Glenfyne,Barwon South West,CORANGAMITE,,VIC,3266
VIC1015,VIC218,Wellington,Glengarry,Gippsland,WELLINGTON,,VIC,3854
VIC1015,VIC219,Latrobe,Glengarry,Gippsland,LATROBE,,VIC,3854
VIC1016,VIC194,Baw Baw,Glengarry North,Gippsland,BAW BAW,,VIC,3854
VIC1016,VIC219,Latrobe,Glengarry North,Gippsland,LATROBE,,VIC,3854
VIC1017,VIC219,Latrobe,Glengarry West,Gippsland,LATROBE,,VIC,3854
VIC1018,VIC169,Central Goldfields,Glengower,Loddon Mallee,CENTRAL GOLDFIELDS,,VIC,3370
VIC1018,VIC94,Hepburn,Glengower,Grampians,HEPBURN,,VIC,3370
VIC1019,VIC211,Mitchell,Glenhope,Hume,MITCHELL,,VIC,3444
VIC102,VIC243,East Gippsland,Bairnsdale,Gippsland,EAST GIPPSLAND,,VIC,3875
VIC1020,VIC211,Mitchell,Glenhope East,Hume,MITCHELL,,VIC,3522
VIC1021,VIC166,Northern Grampians,Glenisla,Grampians,NORTHERN GRAMPIANS,,VIC,3381
VIC1021,VIC233,Southern Grampians,Glenisla,Barwon South West,SOUTHERN GRAMPIANS,,VIC,3314
VIC1022,VIC152,Hindmarsh,Glenlee,Grampians,HINDMARSH,,VIC,3418
VIC1023,VIC217,Pyrenees,Glenlofty,Grampians,PYRENEES,,VIC,3469
VIC1024,VIC217,Pyrenees,Glenlogie,Grampians,PYRENEES,,VIC,3469
VIC1024,VIC220,Ararat,Glenlogie,Grampians,ARARAT,,VIC,3469
VIC1025,VIC183,Buloke,Glenloth,Loddon Mallee,BULOKE,,VIC,3527
VIC1026,VIC183,Buloke,Glenloth East,Loddon Mallee,BULOKE,,VIC,3527
VIC1026,VIC185,Loddon,Glenloth East,Loddon Mallee,LODDON,,VIC,3527
VIC1027,VIC105,Mount Alexander,Glenluce,Loddon Mallee,MOUNT ALEXANDER,,VIC,3451
VIC1028,VIC94,Hepburn,Glenlyon,Grampians,HEPBURN,,VIC,3461
VIC1029,VIC218,Wellington,Glenmaggie,Gippsland,WELLINGTON,,VIC,3858
VIC103,VIC241,Ballarat,Bakery Hill,Grampians,BALLARAT,,VIC,3350
VIC1030,VIC236,Moorabool,Glenmore,Grampians,MOORABOOL,,VIC,3340
VIC1031,VIC153,Horsham,Glenorchy,Grampians,HORSHAM,,VIC,3385
VIC1031,VIC166,Northern Grampians,Glenorchy,Grampians,NORTHERN GRAMPIANS,,VIC,3385
VIC1032,VIC229,Moyne,Glenormiston North,Barwon South West,MOYNE,,VIC,3265
VIC1032,VIC231,Corangamite,Glenormiston North,Barwon South West,CORANGAMITE,,VIC,3265
VIC1033,VIC231,Corangamite,Glenormiston South,Barwon South West,CORANGAMITE,,VIC,3265
VIC1034,VIC217,Pyrenees,Glenpatrick,Grampians,PYRENEES,,VIC,3469
VIC1035,VIC186,Wangaratta,Glenrowan,Hume,WANGARATTA,,VIC,3675
VIC1035,VIC199,Benalla,Glenrowan,Hume,BENALLA,,VIC,3675
VIC1036,VIC199,Benalla,Glenrowan West,Hume,BENALLA,,VIC,3675
VIC1037,VIC131,Moreland,Glenroy,Greater Metropolitan Melbourne,MORELAND,Metropolitan Melbourne,VIC,3046
VIC1038,VIC220,Ararat,Glenthompson,Grampians,ARARAT,,VIC,3293
VIC1038,VIC233,Southern Grampians,Glenthompson,Barwon South West,SOUTHERN GRAMPIANS,,VIC,3293
VIC1039,VIC218,Wellington,Glomar Beach,Gippsland,WELLINGTON,,VIC,3851
VIC104,VIC208,Port Phillip,Balaclava,Greater Metropolitan Melbourne,PORT PHILLIP,Inner Melbourne,VIC,3183
VIC1040,VIC225,Surf Coast,Gnarwarre,Barwon South West,SURF COAST,,VIC,3221
VIC1041,VIC231,Corangamite,Gnotuk,Barwon South West,CORANGAMITE,,VIC,3260
VIC1042,VIC239,Campaspe,Gobarup,Loddon Mallee,CAMPASPE,,VIC,3559
VIC1043,VIC250,Murrindindi,Gobur,Hume,MURRINDINDI,,VIC,3719
VIC1044,VIC218,Wellington,Golden Beach,Gippsland,WELLINGTON,,VIC,3851
VIC1045,VIC193,Greater Bendigo,Golden Gully,Loddon Mallee,GREATER BENDIGO,,VIC,3555
VIC1049,VIC193,Greater Bendigo,Golden Square,Loddon Mallee,GREATER BENDIGO,,VIC,3555
VIC105,VIC241,Ballarat,Bald Hills,Grampians,BALLARAT,,VIC,3364
VIC105,VIC94,Hepburn,Bald Hills,Grampians,HEPBURN,,VIC,3363
VIC1050,VIC228,Macedon Ranges,Goldie,Loddon Mallee,MACEDON RANGES,,VIC,3435
VIC1051,VIC169,Central Goldfields,Goldsborough,Loddon Mallee,CENTRAL GOLDFIELDS,,VIC,3472
VIC1051,VIC185,Loddon,Goldsborough,Loddon Mallee,LODDON,,VIC,3472
VIC1052,VIC241,Ballarat,Gong Gong,Grampians,BALLARAT,,VIC,3352
VIC1053,VIC214,Gannawarra,Gonn Crossing,Loddon Mallee,GANNAWARRA,,VIC,3579
VIC1054,VIC199,Benalla,Goomalibee,Hume,BENALLA,,VIC,3673
VIC1055,VIC243,East Gippsland,Goon Nure,Gippsland,EAST GIPPSLAND,,VIC,3875
VIC1056,VIC243,East Gippsland,Goongerah,Gippsland,EAST GIPPSLAND,,VIC,3888
VIC1057,VIC110,Strathbogie,Gooram,Hume,STRATHBOGIE,,VIC,3666
VIC1057,VIC250,Murrindindi,Gooram,Hume,MURRINDINDI,,VIC,3719
VIC1058,VIC191,Indigo,Gooramadda,Hume,INDIGO,,VIC,3685
VIC1059,VIC199,Benalla,Goorambat,Hume,BENALLA,,VIC,3725
VIC106,VIC224,Colac Otway,Balintore,Barwon South West,COLAC OTWAY,,VIC,3249
VIC1060,VIC193,Greater Bendigo,Goornong,Loddon Mallee,GREATER BENDIGO,,VIC,3557
VIC1061,VIC166,Northern Grampians,Gooroc,Grampians,NORTHERN GRAMPIANS,,VIC,3477
VIC1062,VIC223,Glenelg,Gorae,Barwon South West,GLENELG,,VIC,3305
VIC1063,VIC223,Glenelg,Gorae West,Barwon South West,GLENELG,,VIC,3305
VIC1064,VIC236,Moorabool,Gordon,Grampians,MOORABOOL,,VIC,3345
VIC1065,VIC218,Wellington,Gormandale,Gippsland,WELLINGTON,,VIC,3873
VIC1066,VIC232,West Wimmera,Goroke,Grampians,WEST WIMMERA,,VIC,3412
VIC1067,VIC180,Swan Hill,Goschen,Loddon Mallee,SWAN HILL,,VIC,3585
VIC1068,VIC244,Mansfield,Goughs Bay,Hume,MANSFIELD,,VIC,3723
VIC1069,VIC110,Strathbogie,Goulburn Weir,Hume,STRATHBOGIE,,VIC,3608
VIC1069,VIC93,Greater Shepparton,Goulburn Weir,Hume,GREATER SHEPPARTON,,VIC,3610
VIC107,VIC236,Moorabool,Ballan,Grampians,MOORABOOL,,VIC,3342
VIC1070,VIC131,Moreland,Gowanbrae,Greater Metropolitan Melbourne,MORELAND,Metropolitan Melbourne,VIC,3043
VIC1071,VIC180,Swan Hill,Gowanford,Loddon Mallee,SWAN HILL,,VIC,3544
VIC1072,VIC93,Greater Shepparton,Gowangardie,Hume,GREATER SHEPPARTON,,VIC,3669
VIC1073,VIC166,Northern Grampians,Gowar East,Grampians,NORTHERN GRAMPIANS,,VIC,3477
VIC1073,VIC185,Loddon,Gowar East,Loddon Mallee,LODDON,,VIC,3477
VIC1074,VIC105,Mount Alexander,Gower,Loddon Mallee,MOUNT ALEXANDER,,VIC,3463
VIC1075,VIC93,Greater Shepparton,Grahamvale,Hume,GREATER SHEPPARTON,,VIC,3631
VIC1076,VIC233,Southern Grampians,Grampians,Barwon South West,SOUTHERN GRAMPIANS,,VIC,3314
VIC1077,VIC218,Wellington,Grand Ridge,Gippsland,WELLINGTON,,VIC,3870
VIC1077,VIC219,Latrobe,Grand Ridge,Gippsland,LATROBE,,VIC,3870
VIC1078,VIC183,Buloke,Granite Flat,Loddon Mallee,BULOKE,,VIC,3525
VIC1079,VIC243,East Gippsland,Granite Rock,Gippsland,EAST GIPPSLAND,,VIC,3875
VIC108,VIC229,Moyne,Ballangeich,Barwon South West,MOYNE,,VIC,3279
VIC1080,VIC173,Bass Coast,Grantville,Gippsland,BASS COAST,,VIC,3984
VIC1081,VIC187,Towong,Granya,Hume,TOWONG,,VIC,3701
VIC1082,VIC153,Horsham,Grass Flat,Grampians,HORSHAM,,VIC,3409
VIC1082,VIC232,West Wimmera,Grass Flat,Grampians,WEST WIMMERA,,VIC,3401
VIC1083,VIC223,Glenelg,Grassdale,Barwon South West,GLENELG,,VIC,3302
VIC1084,VIC229,Moyne,Grassmere,Barwon South West,MOYNE,,VIC,3281
VIC1085,VIC166,Northern Grampians,Grays Bridge,Grampians,NORTHERN GRAMPIANS,,VIC,3477
VIC1086,VIC110,Strathbogie,Graytown,Hume,STRATHBOGIE,,VIC,3608
VIC1087,VIC166,Northern Grampians,Gre Gre,Grampians,NORTHERN GRAMPIANS,,VIC,3477
VIC1088,VIC166,Northern Grampians,Gre Gre North,Grampians,NORTHERN GRAMPIANS,,VIC,3477
VIC1089,VIC166,Northern Grampians,Gre Gre South,Grampians,NORTHERN GRAMPIANS,,VIC,3477
VIC109,VIC183,Buloke,Ballapur,Loddon Mallee,BULOKE,,VIC,3483
VIC1090,VIC166,Northern Grampians,Great Western,Grampians,NORTHERN GRAMPIANS,,VIC,3374
VIC1090,VIC220,Ararat,Great Western,Grampians,ARARAT,,VIC,3374
VIC1091,VIC185,Loddon,Gredgwin,Loddon Mallee,LODDON,,VIC,3537
VIC1091,VIC214,Gannawarra,Gredgwin,Loddon Mallee,GANNAWARRA,,VIC,3537
VIC1092,VIC105,Mount Alexander,Green Gully,Loddon Mallee,MOUNT ALEXANDER,,VIC,3462
VIC1093,VIC236,Moorabool,Greendale,Grampians,MOORABOOL,,VIC,3341
VIC1094,VIC105,Mount Alexander,Greenhill,Loddon Mallee,MOUNT ALEXANDER,,VIC,3444
VIC1094,VIC228,Macedon Ranges,Greenhill,Loddon Mallee,MACEDON RANGES,,VIC,3444
VIC1095,VIC166,Northern Grampians,Greens Creek,Grampians,NORTHERN GRAMPIANS,,VIC,3387
VIC1096,VIC188,Banyule,Greensborough,Greater Metropolitan Melbourne,BANYULE,Metropolitan Melbourne,VIC,3088
VIC1096,VIC216,Nillumbik,Greensborough,Greater Metropolitan Melbourne,NILLUMBIK,Outer Metropolitan,VIC,3088
VIC1097,VIC198,Hume,Greenvale,Greater Metropolitan Melbourne,HUME,Outer Metropolitan,VIC,3059
VIC1098,VIC223,Glenelg,Greenwald,Barwon South West,GLENELG,,VIC,3304
VIC1099,VIC230,Golden Plains,Grenville,Grampians,GOLDEN PLAINS,,VIC,3352
VIC1099,VIC236,Moorabool,Grenville,Grampians,MOORABOOL,,VIC,3352
VIC11,VIC224,Colac Otway,Aire Valley,Barwon South West,COLAC OTWAY,,VIC,3237
VIC110,VIC241,Ballarat,Ballarat Central,Grampians,BALLARAT,,VIC,3350
VIC1100,VIC186,Wangaratta,Greta,Hume,WANGARATTA,,VIC,3675
VIC1101,VIC186,Wangaratta,Greta South,Hume,WANGARATTA,,VIC,3675
VIC1102,VIC186,Wangaratta,Greta West,Hume,WANGARATTA,,VIC,3675
VIC1103,VIC224,Colac Otway,Grey River,Barwon South West,COLAC OTWAY,,VIC,3234
VIC1104,VIC233,Southern Grampians,Gringegalgona,Barwon South West,SOUTHERN GRAMPIANS,,VIC,3315
VIC1105,VIC233,Southern Grampians,Gritjurk,Barwon South West,SOUTHERN GRAMPIANS,,VIC,3315
VIC1106,VIC215,Greater Geelong,Grovedale,Barwon South West,GREATER GEELONG,,VIC,3216
VIC1107,VIC206,Yarra Ranges,Gruyere,Greater Metropolitan Melbourne,YARRA RANGES,Outer Metropolitan,VIC,3770
VIC1108,VIC105,Mount Alexander,Guildford,Loddon Mallee,MOUNT ALEXANDER,,VIC,3451
VIC1108,VIC94,Hepburn,Guildford,Grampians,HEPBURN,,VIC,3451
VIC1109,VIC239,Campaspe,Gunbower,Loddon Mallee,CAMPASPE,,VIC,3566
VIC111,VIC241,Ballarat,Ballarat East,Grampians,BALLARAT,,VIC,3350
VIC1110,VIC191,Indigo,Gundowring,Hume,INDIGO,,VIC,3691
VIC1110,VIC242,Alpine,Gundowring,Hume,ALPINE,,VIC,3691
VIC1111,VIC178,South Gippsland,Gunyah,Gippsland,SOUTH GIPPSLAND,,VIC,3960
VIC1112,VIC187,Towong,Guys Forest,Hume,TOWONG,,VIC,3709
VIC1113,VIC212,Cardinia,Guys Hill,Greater Metropolitan Melbourne,CARDINIA,Outer Metropolitan,VIC,3807
VIC1114,VIC232,West Wimmera,Gymbowen,Grampians,WEST WIMMERA,,VIC,3401
VIC1115,VIC230,Golden Plains,Haddon,Grampians,GOLDEN PLAINS,,VIC,3351
VIC1116,VIC131,Moreland,Hadfield,Greater Metropolitan Melbourne,MORELAND,Metropolitan Melbourne,VIC,3046
VIC1117,VIC213,Casey,Hallam,Greater Metropolitan Melbourne,CASEY,Outer Metropolitan,VIC,3803
VIC1118,VIC194,Baw Baw,Hallora,Gippsland,BAW BAW,,VIC,3818
VIC1119,VIC166,Northern Grampians,Halls Gap,Grampians,NORTHERN GRAMPIANS,,VIC,3381
VIC1119,VIC220,Ararat,Halls Gap,Grampians,ARARAT,,VIC,3381
VIC112,VIC241,Ballarat,Ballarat North,Grampians,BALLARAT,,VIC,3350
VIC1120,VIC178,South Gippsland,Hallston,Gippsland,SOUTH GIPPSLAND,,VIC,3953
VIC1121,VIC233,Southern Grampians,Hamilton,Barwon South West,SOUTHERN GRAMPIANS,,VIC,3300
VIC1122,VIC215,Greater Geelong,Hamlyn Heights,Barwon South West,GREATER GEELONG,,VIC,3215
VIC1123,VIC182,Bayside,Hampton,Greater Metropolitan Melbourne,BAYSIDE,Metropolitan Melbourne,VIC,3188
VIC1124,VIC182,Bayside,Hampton East,Greater Metropolitan Melbourne,BAYSIDE,Metropolitan Melbourne,VIC,3188
VIC1125,VIC213,Casey,Hampton Park,Greater Metropolitan Melbourne,CASEY,Outer Metropolitan,VIC,3976
VIC1126,VIC186,Wangaratta,Hansonville,Hume,WANGARATTA,,VIC,3675
VIC1129,VIC105,Mount Alexander,Harcourt,Loddon Mallee,MOUNT ALEXANDER,,VIC,3453
VIC113,VIC239,Campaspe,Ballendella,Loddon Mallee,CAMPASPE,,VIC,3561
VIC1130,VIC105,Mount Alexander,Harcourt North,Loddon Mallee,MOUNT ALEXANDER,,VIC,3453
VIC1130,VIC193,Greater Bendigo,Harcourt North,Loddon Mallee,GREATER BENDIGO,,VIC,3453
VIC1131,VIC213,Casey,Harkaway,Greater Metropolitan Melbourne,CASEY,Outer Metropolitan,VIC,3806
VIC1132,VIC173,Bass Coast,Harmers Haven,Gippsland,BASS COAST,,VIC,3995
VIC1133,VIC242,Alpine,Harrietville,Hume,ALPINE,,VIC,3741
VIC1134,VIC232,West Wimmera,Harrow,Grampians,WEST WIMMERA,,VIC,3317
VIC1134,VIC233,Southern Grampians,Harrow,Barwon South West,SOUTHERN GRAMPIANS,,VIC,3317
VIC1135,VIC93,Greater Shepparton,Harston,Hume,GREATER SHEPPARTON,,VIC,3616
VIC1136,VIC204,Mornington Peninsula,Hastings,Greater Metropolitan Melbourne,MORNINGTON PENINSULA,Outer Metropolitan,VIC,3915
VIC1137,VIC222,Mildura,Hattah,Loddon Mallee,MILDURA,,VIC,3501
VIC1138,VIC169,Central Goldfields,Havelock,Loddon Mallee,CENTRAL GOLDFIELDS,,VIC,3465
VIC1139,VIC153,Horsham,Haven,Grampians,HORSHAM,,VIC,3401
VIC114,VIC215,Greater Geelong,Balliang,Barwon South West,GREATER GEELONG,,VIC,3340
VIC114,VIC236,Moorabool,Balliang,Grampians,MOORABOOL,,VIC,3340
VIC1140,VIC242,Alpine,Havilah,Hume,ALPINE,,VIC,3737
VIC1141,VIC229,Moyne,Hawkesdale,Barwon South West,MOYNE,,VIC,3287
VIC1142,VIC218,Wellington,Hawkhurst,Gippsland,WELLINGTON,,VIC,3862
VIC1143,VIC201,Boroondara,Hawthorn,Greater Metropolitan Melbourne,BOROONDARA,Metropolitan Melbourne,VIC,3122
VIC1144,VIC201,Boroondara,Hawthorn East,Greater Metropolitan Melbourne,BOROONDARA,Metropolitan Melbourne,VIC,3123
VIC1145,VIC178,South Gippsland,Hazel Park,Gippsland,SOUTH GIPPSLAND,,VIC,3966
VIC1147,VIC219,Latrobe,Hazelwood,Gippsland,LATROBE,,VIC,3840
VIC1148,VIC219,Latrobe,Hazelwood North,Gippsland,LATROBE,,VIC,3840
VIC1149,VIC219,Latrobe,Hazelwood South,Gippsland,LATROBE,,VIC,3840
VIC115,VIC236,Moorabool,Balliang East,Grampians,MOORABOOL,,VIC,3340
VIC1150,VIC206,Yarra Ranges,Healesville,Greater Metropolitan Melbourne,YARRA RANGES,Outer Metropolitan,VIC,3777
VIC1151,VIC194,Baw Baw,Heath Hill,Gippsland,BAW BAW,,VIC,3981
VIC1151,VIC212,Cardinia,Heath Hill,Greater Metropolitan Melbourne,CARDINIA,Outer Metropolitan,VIC,3981
VIC1152,VIC193,Greater Bendigo,Heathcote,Loddon Mallee,GREATER BENDIGO,,VIC,3523
VIC1153,VIC211,Mitchell,Heathcote Junction,Hume,MITCHELL,,VIC,3758
VIC1154,VIC211,Mitchell,Heathcote South,Hume,MITCHELL,,VIC,3523
VIC1155,VIC226,Kingston,Heatherton,Greater Metropolitan Melbourne,KINGSTON,Metropolitan Melbourne,VIC,3202
VIC1156,VIC223,Glenelg,Heathmere,Barwon South West,GLENELG,,VIC,3305
VIC1157,VIC207,Maroondah,Heathmont,Greater Metropolitan Melbourne,MAROONDAH,Outer Metropolitan,VIC,3135
VIC1158,VIC178,South Gippsland,Hedley,Gippsland,SOUTH GIPPSLAND,,VIC,3967
VIC1158,VIC218,Wellington,Hedley,Gippsland,WELLINGTON,,VIC,3967
VIC1159,VIC188,Banyule,Heidelberg,Greater Metropolitan Melbourne,BANYULE,Metropolitan Melbourne,VIC,3084
VIC116,VIC220,Ararat,Ballyrogan,Grampians,ARARAT,,VIC,3375
VIC1160,VIC188,Banyule,Heidelberg Heights,Greater Metropolitan Melbourne,BANYULE,Metropolitan Melbourne,VIC,3081
VIC1161,VIC188,Banyule,Heidelberg West,Greater Metropolitan Melbourne,BANYULE,Metropolitan Melbourne,VIC,3081
VIC1162,VIC233,Southern Grampians,Hensley Park,Barwon South West,SOUTHERN GRAMPIANS,,VIC,3301
VIC1163,VIC223,Glenelg,Henty,Barwon South West,GLENELG,,VIC,3312
VIC1164,VIC94,Hepburn,Hepburn,Grampians,HEPBURN,,VIC,3461
VIC1165,VIC94,Hepburn,Hepburn Springs,Grampians,HEPBURN,,VIC,3460
VIC1166,VIC215,Greater Geelong,Herne Hill,Barwon South West,GREATER GEELONG,,VIC,3218
VIC1167,VIC194,Baw Baw,Hernes Oak,Gippsland,BAW BAW,,VIC,3825
VIC1167,VIC219,Latrobe,Hernes Oak,Gippsland,LATROBE,,VIC,3825
VIC1168,VIC228,Macedon Ranges,Hesket,Loddon Mallee,MACEDON RANGES,,VIC,3442
VIC1169,VIC230,Golden Plains,Hesse,Grampians,GOLDEN PLAINS,,VIC,3321
VIC117,VIC110,Strathbogie,Balmattum,Hume,STRATHBOGIE,,VIC,3666
VIC1170,VIC229,Moyne,Hexham,Barwon South West,MOYNE,,VIC,3273
VIC1171,VIC218,Wellington,Heyfield,Gippsland,WELLINGTON,,VIC,3858
VIC1172,VIC229,Moyne,Heytesbury Lower,Barwon South West,MOYNE,,VIC,3270
VIC1172,VIC231,Corangamite,Heytesbury Lower,Barwon South West,CORANGAMITE,,VIC,3268
VIC1173,VIC223,Glenelg,Heywood,Barwon South West,GLENELG,,VIC,3304
VIC1174,VIC218,Wellington,Hiamdale,Gippsland,WELLINGTON,,VIC,3847
VIC1175,VIC218,Wellington,Hiawatha,Gippsland,WELLINGTON,,VIC,3971
VIC1176,VIC211,Mitchell,High Camp,Hume,MITCHELL,,VIC,3764
VIC1177,VIC182,Bayside,Highett,Greater Metropolitan Melbourne,BAYSIDE,Metropolitan Melbourne,VIC,3190
VIC1177,VIC226,Kingston,Highett,Greater Metropolitan Melbourne,KINGSTON,Metropolitan Melbourne,VIC,3190
VIC1178,VIC211,Mitchell,Highlands,Hume,MITCHELL,,VIC,3660
VIC1178,VIC250,Murrindindi,Highlands,Hume,MURRINDINDI,,VIC,3660
VIC1179,VIC215,Greater Geelong,Highton,Barwon South West,GREATER GEELONG,,VIC,3216
VIC118,VIC153,Horsham,Balmoral,Grampians,HORSHAM,,VIC,3407
VIC118,VIC233,Southern Grampians,Balmoral,Barwon South West,SOUTHERN GRAMPIANS,,VIC,3407
VIC1180,VIC233,Southern Grampians,Hilgay,Barwon South West,SOUTHERN GRAMPIANS,,VIC,3315
VIC1181,VIC194,Baw Baw,Hill End,Gippsland,BAW BAW,,VIC,3825
VIC1182,VIC217,Pyrenees,Hillcrest,Grampians,PYRENEES,,VIC,3351
VIC1183,VIC211,Mitchell,Hilldene,Hume,MITCHELL,,VIC,3660
VIC1186,VIC243,East Gippsland,Hinnomunjie,Gippsland,EAST GIPPSLAND,,VIC,3898
VIC1187,VIC204,Mornington Peninsula,Hmas Cerberus,Greater Metropolitan Melbourne,MORNINGTON PENINSULA,Outer Metropolitan,VIC,3920
VIC1188,VIC206,Yarra Ranges,Hoddles Creek,Greater Metropolitan Melbourne,YARRA RANGES,Outer Metropolitan,VIC,3139
VIC1189,VIC218,Wellington,Hollands Landing,Gippsland,WELLINGTON,,VIC,3862
VIC1189,VIC243,East Gippsland,Hollands Landing,Gippsland,EAST GIPPSLAND,,VIC,3862
VIC119,VIC204,Mornington Peninsula,Balnarring,Greater Metropolitan Melbourne,MORNINGTON PENINSULA,Outer Metropolitan,VIC,3926
VIC1190,VIC217,Pyrenees,Homebush,Grampians,PYRENEES,,VIC,3465
VIC1191,VIC223,Glenelg,Homerton,Barwon South West,GLENELG,,VIC,3304
VIC1191,VIC229,Moyne,Homerton,Barwon South West,MOYNE,,VIC,3304
VIC1192,VIC250,Murrindindi,Homewood,Hume,MURRINDINDI,,VIC,3717
VIC1193,VIC200,Yarriambiack,Hopetoun,Grampians,YARRIAMBIACK,,VIC,3396
VIC1194,VIC236,Moorabool,Hopetoun Park,Grampians,MOORABOOL,,VIC,3340
VIC1195,VIC221,Wyndham,Hoppers Crossing,Greater Metropolitan Melbourne,WYNDHAM,Outer Metropolitan,VIC,3029
VIC1196,VIC224,Colac Otway,Hordern Vale,Barwon South West,COLAC OTWAY,,VIC,3238
VIC1197,VIC185,Loddon,Horfield,Loddon Mallee,LODDON,,VIC,3567
VIC1197,VIC214,Gannawarra,Horfield,Loddon Mallee,GANNAWARRA,,VIC,3567
VIC1198,VIC153,Horsham,Horsham,Grampians,HORSHAM,,VIC,3400
VIC1199,VIC242,Alpine,Hotham Heights,Hume,ALPINE,,VIC,3741
VIC1199,VIC248,Mount Hotham Alpine Resort,Hotham Heights,NA,NA,NA,VIC,3741
VIC12,VIC225,Surf Coast,Aireys Inlet,Barwon South West,SURF COAST,,VIC,3231
VIC120,VIC204,Mornington Peninsula,Balnarring Beach,Greater Metropolitan Melbourne,MORNINGTON PENINSULA,Outer Metropolitan,VIC,3926
VIC1200,VIC223,Glenelg,Hotspur,Barwon South West,GLENELG,,VIC,3303
VIC1201,VIC244,Mansfield,Howes Creek,Hume,MANSFIELD,,VIC,3723
VIC1202,VIC218,Wellington,Howitt Plains,Gippsland,WELLINGTON,,VIC,3858
VIC1202,VIC244,Mansfield,Howitt Plains,Hume,MANSFIELD,,VIC,3858
VIC1203,VIC244,Mansfield,Howqua,Hume,MANSFIELD,,VIC,3723
VIC1204,VIC244,Mansfield,Howqua Hills,Hume,MANSFIELD,,VIC,3723
VIC1205,VIC244,Mansfield,Howqua Inlet,Hume,MANSFIELD,,VIC,3723
VIC1206,VIC210,Monash,Hughesdale,Greater Metropolitan Melbourne,MONASH,Metropolitan Melbourne,VIC,3166
VIC1207,VIC197,Whittlesea,Humevale,Greater Metropolitan Melbourne,WHITTLESEA,Outer Metropolitan,VIC,3757
VIC1208,VIC193,Greater Bendigo,Hunter,Loddon Mallee,GREATER BENDIGO,,VIC,3558
VIC1209,VIC218,Wellington,Hunterston,Gippsland,WELLINGTON,,VIC,3971
VIC121,VIC218,Wellington,Balook,Gippsland,WELLINGTON,,VIC,3971
VIC121,VIC219,Latrobe,Balook,Gippsland,LATROBE,,VIC,3971
VIC1210,VIC210,Monash,Huntingdale,Greater Metropolitan Melbourne,MONASH,Metropolitan Melbourne,VIC,3166
VIC1211,VIC193,Greater Bendigo,Huntly,Loddon Mallee,GREATER BENDIGO,,VIC,3551
VIC1212,VIC193,Greater Bendigo,Huntly North,Loddon Mallee,GREATER BENDIGO,,VIC,3551
VIC1213,VIC187,Towong,Huon,Hume,TOWONG,,VIC,3695
VIC1213,VIC191,Indigo,Huon,Hume,INDIGO,,VIC,3695
VIC1214,VIC192,Wodonga,Huon Creek,Hume,WODONGA,,VIC,3691
VIC1215,VIC216,Nillumbik,Hurstbridge,Greater Metropolitan Melbourne,NILLUMBIK,Outer Metropolitan,VIC,3099
VIC1216,VIC194,Baw Baw,Icy Creek,Gippsland,BAW BAW,,VIC,3833
VIC1217,VIC243,East Gippsland,Iguana Creek,Gippsland,EAST GIPPSLAND,,VIC,3875
VIC1218,VIC230,Golden Plains,Illabarook,Grampians,GOLDEN PLAINS,,VIC,3351
VIC1219,VIC166,Northern Grampians,Illawarra,Grampians,NORTHERN GRAMPIANS,,VIC,3381
VIC122,VIC201,Boroondara,Balwyn,Greater Metropolitan Melbourne,BOROONDARA,Metropolitan Melbourne,VIC,3103
